date,value,trend,seasonal,residual,detrended,deseasonal,seasonal_strength,decomp_type,decomp_period,hour,dayofweek,month,day,hour_sin,hour_cos,day_in_week_sin,day_in_week_cos,lag_1
2016-07-01 01:00:00,2.075999975204468,2.625958358248075,1.1462835106236855,-1.6962418936672923,-0.5499583830436068,0.9297164645807827,0.42219962130498545,standard,24,1,4,7,1,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,2.009000062942505
2016-07-01 02:00:00,1.741000056266785,2.625958358248075,1.0256642588134142,-1.9106225607947043,-0.8849583019812901,0.7153357974533707,0.42219962130498545,standard,24,2,4,7,1,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,2.075999975204468
2016-07-01 03:00:00,1.9420000314712524,2.625958358248075,0.7321542116297748,-1.4161125384065976,-0.6839583267768226,1.2098458198414777,0.42219962130498545,standard,24,3,4,7,1,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,1.741000056266785
2016-07-01 04:00:00,1.9420000314712524,2.625958358248075,0.40429213799454156,-1.088250464771364,-0.6839583267768226,1.537707893476711,0.42219962130498545,standard,24,4,4,7,1,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1.9420000314712524
2016-07-01 05:00:00,2.1429998874664307,2.625958358248075,0.34385180235769003,-0.8268102731393343,-0.48295847078164433,1.7991480851087407,0.42219962130498545,standard,24,5,4,7,1,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,1.9420000314712524
2016-07-01 06:00:00,2.9470000267028813,2.625958358248075,0.3211951951408879,-0.00015352668608148434,0.3210416684548063,2.6258048315619935,0.42219962130498545,standard,24,6,4,7,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,2.1429998874664307
2016-07-01 07:00:00,3.282000064849853,2.625958358248075,0.18391569063756122,0.4721260159642169,0.6560417066017781,3.098084374212292,0.42219962130498545,standard,24,7,4,7,1,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,2.9470000267028813
2016-07-01 08:00:00,3.013999938964844,2.625958358248075,0.01741211341205149,0.3706294673047177,0.3880415807167692,2.9965878255527927,0.42219962130498545,standard,24,8,4,7,1,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,3.282000064849853
2016-07-01 09:00:00,2.5450000762939453,2.625958358248075,-0.04615112094269242,-0.034807161011437326,-0.08095828195412968,2.5911511972366377,0.42219962130498545,standard,24,9,4,7,1,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,3.013999938964844
2016-07-01 10:00:00,2.5450000762939453,2.625958358248075,0.0871671256457609,-0.1681254075998906,-0.08095828195412968,2.4578329506481844,0.42219962130498545,standard,24,10,4,7,1,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,2.5450000762939453
2016-07-01 11:00:00,2.5450000762939453,2.625958358248075,-0.07765110849645497,-0.003307173457674839,-0.08095828195412968,2.6226511847904,0.42219962130498545,standard,24,11,4,7,1,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,2.5450000762939453
2016-07-01 12:00:00,2.5450000762939453,2.625958358248075,-0.5747710699099563,0.4938127879558265,-0.08095828195412968,3.1197711462039015,0.42219962130498545,standard,24,12,4,7,1,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,2.5450000762939453
2016-07-01 13:00:00,2.678999900817871,2.667833358049393,-0.4846812897492059,0.4958478325176836,0.01116654276847795,3.163681190567077,0.42219962130498545,standard,24,13,4,7,1,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,2.5450000762939453
2016-07-01 14:00:00,2.9470000267028813,2.716687522828579,-0.47265541474192163,0.7029679186162241,0.23031250387430235,3.419655441444803,0.42219962130498545,standard,24,14,4,7,1,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,2.678999900817871
2016-07-01 15:00:00,3.1480000019073486,2.769729189574719,-0.36008788360429106,0.7383586959369208,0.3782708123326297,3.5080878855116397,0.42219962130498545,standard,24,15,4,7,1,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,2.9470000267028813
2016-07-01 16:00:00,2.4110000133514404,2.817187525331974,-0.6611611891700262,0.2549736771894926,-0.4061875119805336,3.0721612025214666,0.42219962130498545,standard,24,16,4,7,1,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,3.1480000019073486
2016-07-01 17:00:00,2.344000101089477,2.864645863572756,-0.5074614301614705,-0.013184332321808157,-0.5206457624832788,2.8514615312509477,0.42219962130498545,standard,24,17,4,7,1,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,2.4110000133514404
2016-07-01 18:00:00,2.880000114440918,2.895354201396306,-0.7705584173349458,0.7552043303795575,-0.015354086955388091,3.6505585317758635,0.42219962130498545,standard,24,18,4,7,1,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,2.344000101089477
2016-07-01 19:00:00,3.013999938964844,2.90093753238519,-0.8887020828857146,1.0017644894653688,0.11306240657965416,3.902702021850559,0.42219962130498545,standard,24,19,4,7,1,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,2.880000114440918
2016-07-01 20:00:00,3.013999938964844,2.905125031868617,-0.6293249650710258,0.7381998721672529,0.10887490709622716,3.64332490403587,0.42219962130498545,standard,24,20,4,7,1,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,3.013999938964844
2016-07-01 21:00:00,2.9470000267028813,2.9246666977802915,-0.7179635929084702,0.7402969218310598,0.022333328922589768,3.6649636196113518,0.42219962130498545,standard,24,21,4,7,1,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,3.013999938964844
2016-07-01 22:00:00,2.9470000267028813,2.9888750215371456,0.13563914787670148,-0.17751414271096566,-0.04187499483426427,2.81136087882618,0.42219962130498545,standard,24,22,4,7,1,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,2.9470000267028813
2016-07-01 23:00:00,2.880000114440918,3.0991250177224487,0.7299746133010635,-0.9490995165825944,-0.21912490328153078,2.1500255011398544,0.42219962130498545,standard,24,23,4,7,1,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,2.9470000267028813
2016-07-02 00:00:00,3.0810000896453857,3.209375013907751,1.063619757543043,-1.191994681805408,-0.1283749242623653,2.0173803321023427,0.42219962130498545,standard,24,0,5,7,2,0.0,1.0,-0.9749279121818236,-0.2225209339563146,2.880000114440918
2016-07-02 01:00:00,3.013999938964844,3.3238125145435338,1.1462835106236855,-1.456096086202375,-0.3098125755786896,1.8677164283411587,0.42219962130498545,standard,24,1,5,7,2,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,3.0810000896453857
2016-07-02 02:00:00,3.1480000019073486,3.4242916901906337,1.0256642588134142,-1.3019559470966993,-0.2762916882832851,2.1223357430939345,0.42219962130498545,standard,24,2,5,7,2,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,3.013999938964844
2016-07-02 03:00:00,3.0810000896453857,3.502437526981036,0.7321542116297748,-1.153591648965425,-0.4214374373356504,2.348845878015611,0.42219962130498545,standard,24,3,5,7,2,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,3.1480000019073486
2016-07-02 04:00:00,3.0810000896453857,3.5945416937271757,0.40429213799454156,-0.9178337420763314,-0.51354160408179,2.6767079516508443,0.42219962130498545,standard,24,4,5,7,2,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,3.0810000896453857
2016-07-02 05:00:00,3.282000064849853,3.6964375227689743,0.34385180235769003,-0.7582892602768116,-0.41443745791912123,2.938148262492163,0.42219962130498545,standard,24,5,5,7,2,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,3.0810000896453857
2016-07-02 06:00:00,3.282000064849853,3.7857708533604946,0.3211951951408879,-0.8249659836515293,-0.5037707885106415,2.9608048697089653,0.42219962130498545,standard,24,6,5,7,2,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,3.282000064849853
2016-07-02 07:00:00,3.2149999141693115,3.8513750235239668,0.18391569063756122,-0.8202907999922164,-0.6363751093546552,3.0310842235317503,0.42219962130498545,standard,24,7,5,7,2,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,3.282000064849853
2016-07-02 08:00:00,3.282000064849853,3.903020858764648,0.01741211341205149,-0.6384329073268464,-0.6210207939147949,3.2645879514378016,0.42219962130498545,standard,24,8,5,7,2,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,3.2149999141693115
2016-07-02 09:00:00,3.2149999141693115,3.9532708525657654,-0.04615112094269242,-0.6921198174537615,-0.7382709383964539,3.261151035112004,0.42219962130498545,standard,24,9,5,7,2,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,3.282000064849853
2016-07-02 10:00:00,4.956999778747559,4.014687518278758,0.0871671256457609,0.8551451348230401,0.9423122604688006,4.869832653101797,0.42219962130498545,standard,24,10,5,7,2,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,3.2149999141693115
2016-07-02 11:00:00,5.425000190734863,4.078895856936773,-0.07765110849645497,1.4237554422945449,1.34610433379809,5.502651299231318,0.42219962130498545,standard,24,11,5,7,2,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,4.956999778747559
2016-07-02 12:00:00,4.956999778747559,4.157041693727176,-0.5747710699099563,1.374729154930339,0.7999580850203829,5.531770848657515,0.42219962130498545,standard,24,12,5,7,2,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,5.425000190734863
2016-07-02 13:00:00,5.760000228881836,4.2519166966279345,-0.4846812897492059,1.9927648220031076,1.5080835322539015,6.244681518631042,0.42219962130498545,standard,24,13,5,7,2,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,4.956999778747559
2016-07-02 14:00:00,4.689000129699707,4.330062533418337,-0.47265541474192163,0.8315930110232919,0.3589375962813701,5.161655544441628,0.42219962130498545,standard,24,14,5,7,2,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,5.760000228881836
2016-07-02 15:00:00,5.1570000648498535,4.384500031669935,-0.36008788360429106,1.1325879167842094,0.7725000331799183,5.517087948454145,0.42219962130498545,standard,24,15,5,7,2,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,4.689000129699707
2016-07-02 16:00:00,4.822999954223633,4.4417291929324465,-0.6611611891700262,1.0424319504612125,0.3812707612911863,5.484161143393659,0.42219962130498545,standard,24,16,5,7,2,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,5.1570000648498535
2016-07-02 17:00:00,4.822999954223633,4.505937526623407,-0.5074614301614705,0.824523857761696,0.3170624276002254,5.330461384385103,0.42219962130498545,standard,24,17,5,7,2,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,4.822999954223633
2016-07-02 18:00:00,4.689000129699707,4.575708359479904,-0.7705584173349458,0.8838501875547484,0.11329177021980286,5.459558547034653,0.42219962130498545,standard,24,18,5,7,2,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,4.822999954223633
2016-07-02 19:00:00,4.3540000915527335,4.645479197303455,-0.8887020828857146,0.5972229771349928,-0.2914791057507218,5.242702174438448,0.42219962130498545,standard,24,19,5,7,2,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,4.689000129699707
