date,value,trend,seasonal,residual,detrended,deseasonal,seasonal_strength,decomp_type,decomp_period,hour,dayofweek,month,day,hour_sin,hour_cos,day_in_week_sin,day_in_week_cos,lag_1
2016-07-01 01:00:00,4.142000198364259,3.275541668136915,1.0334445768311131,1.2236009241625432,0.8664585302273435,3.108555621533146,0.9442096855865215,standard,24,1,4,7,1,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,4.203000068664552
2016-07-01 02:00:00,3.776999950408936,3.275541668136915,0.990378809384838,1.1642936028590165,0.5014582822720208,2.786621141024098,0.9442096855865215,standard,24,2,4,7,1,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,4.142000198364259
2016-07-01 03:00:00,3.806999921798706,3.275541668136915,0.9525170309010309,1.2201886751218323,0.5314582536617909,2.854482890897675,0.9442096855865215,standard,24,3,4,7,1,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,3.776999950408936
2016-07-01 04:00:00,3.868000030517578,3.275541668136915,0.9264272067202413,1.2746531974258068,0.592458362380663,2.941572823797337,0.9442096855865215,standard,24,4,4,7,1,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,3.806999921798706
2016-07-01 05:00:00,4.051000118255615,3.275541668136915,0.9847687615326696,1.255870513502241,0.7754584501187001,3.0662313567229456,0.9442096855865215,standard,24,5,4,7,1,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,3.868000030517578
2016-07-01 06:00:00,5.026000022888184,3.275541668136915,1.0954071778055354,1.4007601413606015,1.7504583547512684,3.930592845082648,0.9442096855865215,standard,24,6,4,7,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,4.051000118255615
2016-07-01 07:00:00,5.086999893188477,3.275541668136915,1.07388992611135,1.4461682803269407,1.8114582250515614,4.013109967077127,0.9442096855865215,standard,24,7,4,7,1,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,5.026000022888184
2016-07-01 08:00:00,2.9549999237060547,3.275541668136915,0.8697965966709669,1.0371859892789497,-0.3205417444308605,2.085203327035088,0.9442096855865215,standard,24,8,4,7,1,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,5.086999893188477
2016-07-01 09:00:00,2.6800000667572017,3.275541668136915,0.8604600372908338,0.9508696185472821,-0.5955416013797135,1.819540029466368,0.9442096855865215,standard,24,9,4,7,1,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,2.9549999237060547
2016-07-01 10:00:00,2.9549999237060547,3.275541668136915,0.9767710651110653,0.9235949710355733,-0.3205417444308605,1.9782288585949894,0.9442096855865215,standard,24,10,4,7,1,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,2.6800000667572017
